FIPS Code,County Name,State,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent adults fully vaccinated against COVID-19 (as of 6/10/21),Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
40147,"Washington County, Oklahoma",OKLAHOMA,19.59%,25.44%,13.73%,0.44,Moderate Vulnerability,0.46,Moderate Concern,33.20%,6.01%,10.32%,2.21%,2.70%,0.02%,72.79%
41015,"Curry County, Oregon",OREGON,12.09%,15.37%,9.09%,0.49,Moderate Vulnerability,0.43,Moderate Concern,45.30%,7.12%,1.08%,0.52%,0.44%,0%,86.25%
40091,"McIntosh County, Oklahoma",OKLAHOMA,19.82%,26.20%,13.76%,0.78,High Vulnerability,0.78,High Concern,45.90%,2.80%,15.98%,0.11%,2.68%,0%,67.88%
40125,"Pottawatomie County, Oklahoma",OKLAHOMA,19.02%,24.76%,13.22%,0.78,High Vulnerability,0.61,High Concern,37.40%,5.17%,13.94%,0.65%,3.40%,0.09%,72.39%
42053,"Forest County, Pennsylvania",PENNSYLVANIA,13.05%,18.49%,8.78%,0.71,High Vulnerability,0.54,Moderate Concern,62.70%,5.54%,0.04%,0.11%,25.35%,0%,66.99%
45063,"Lexington County, South Carolina",SOUTH CAROLINA,14.26%,21.64%,8%,0.44,Moderate Vulnerability,0.27,Low Concern,42.90%,6.01%,0.27%,1.87%,14.66%,0.07%,74.85%
46003,"Aurora County, South Dakota",SOUTH DAKOTA,10.18%,14.63%,7.53%,0.27,Low Vulnerability,0.22,Low Concern,44.80%,7.31%,1.99%,0%,1.66%,0%,88.27%
45019,"Charleston County, South Carolina",SOUTH CAROLINA,12.51%,19.11%,6.87%,0.32,Low Vulnerability,0.37,Low Concern,53.70%,5.13%,0.18%,1.50%,26.53%,0.07%,64.53%
46055,"Haakon County, South Dakota",SOUTH DAKOTA,13.65%,20.68%,9.67%,0.36,Low Vulnerability,0.42,Moderate Concern,29.20%,0.64%,7.48%,0%,0.05%,0%,89.20%
42117,"Tioga County, Pennsylvania",PENNSYLVANIA,12.35%,17.33%,8.18%,0.32,Low Vulnerability,0.16,Very Low Concern,37.60%,1.27%,0.06%,0.53%,0.69%,0.03%,96.08%
46025,"Clark County, South Dakota",SOUTH DAKOTA,10.18%,14.85%,7.47%,0.17,Very Low Vulnerability,0.36,Low Concern,54.20%,3.26%,0.16%,0.46%,0.08%,0%,93.60%
45029,"Colleton County, South Carolina",SOUTH CAROLINA,14.76%,24.02%,8.38%,0.8,Very High Vulnerability,0.69,High Concern,35.10%,3.21%,0.81%,0.13%,38.25%,0%,56.60%
46027,"Clay County, South Dakota",SOUTH DAKOTA,10.25%,14.67%,7.42%,0.25,Low Vulnerability,0.22,Low Concern,56.70%,3%,3.02%,2.89%,1.66%,0%,87.30%
45083,"Spartanburg County, South Carolina",SOUTH CAROLINA,14.43%,22.30%,8.14%,0.76,High Vulnerability,0.45,Moderate Concern,33.40%,6.84%,0.14%,2.35%,20.24%,0.02%,68.34%
41069,"Wheeler County, Oregon",OREGON,11.46%,14.31%,8.69%,0.39,Low Vulnerability,0.41,Moderate Concern,50.80%,8.62%,0.64%,0.28%,0%,0.14%,87.28%
44009,"Washington County, Rhode Island",RHODE ISLAND,6.28%,8.26%,4.74%,0.09,Very Low Vulnerability,0,Very Low Concern,66.80%,3.20%,0.72%,1.91%,1.26%,0.08%,90.92%
42007,"Beaver County, Pennsylvania",PENNSYLVANIA,10.91%,15.34%,7.10%,0.25,Low Vulnerability,0.07,Very Low Concern,39%,1.60%,0.06%,0.52%,5.73%,0.06%,89.47%
42115,"Susquehanna County, Pennsylvania",PENNSYLVANIA,11.96%,16.61%,7.88%,0.21,Low Vulnerability,0.21,Low Concern,40.70%,1.72%,0.02%,0.38%,0.63%,0%,96.26%
45085,"Sumter County, South Carolina",SOUTH CAROLINA,15.24%,24.46%,8.63%,0.97,Very High Vulnerability,0.72,High Concern,37.50%,3.96%,0.23%,1.37%,46.61%,0.05%,45.17%
45021,"Cherokee County, South Carolina",SOUTH CAROLINA,15.16%,23.74%,8.59%,0.7,High Vulnerability,0.86,Very High Concern,26%,4.36%,0.10%,0.58%,20.03%,0.04%,72.78%
45055,"Kershaw County, South Carolina",SOUTH CAROLINA,13.75%,21.60%,7.61%,0.5,Moderate Vulnerability,0.55,Moderate Concern,41.90%,4.43%,0.18%,0.18%,23.31%,0.14%,68.78%
42051,"Fayette County, Pennsylvania",PENNSYLVANIA,13.73%,19.57%,9.14%,0.62,High Vulnerability,0.26,Low Concern,51.40%,1.23%,0.02%,0.36%,4.15%,0.06%,91.76%
42071,"Lancaster County, Pennsylvania",PENNSYLVANIA,11.33%,15.74%,7.60%,0.46,Moderate Vulnerability,0.27,Low Concern,55.50%,10.48%,0.09%,2.18%,3.49%,0.02%,81.98%
44001,"Bristol County, Rhode Island",RHODE ISLAND,6.28%,8.28%,4.75%,0.12,Very Low Vulnerability,0.01,Very Low Concern,67.90%,3.05%,0.07%,2.06%,1.26%,0%,91.42%
42037,"Columbia County, Pennsylvania",PENNSYLVANIA,11.85%,16.76%,7.81%,0.28,Low Vulnerability,0.16,Very Low Concern,52.90%,2.75%,0.12%,1.12%,1.71%,0.03%,93.21%
46035,"Davison County, South Dakota",SOUTH DAKOTA,10.18%,14.63%,7.53%,0.23,Low Vulnerability,0.15,Very Low Concern,41.90%,3.12%,1.95%,0.73%,1.37%,0%,90.59%
42061,"Huntingdon County, Pennsylvania",PENNSYLVANIA,12.80%,17.96%,8.49%,0.49,Moderate Vulnerability,0.2,Very Low Concern,42.80%,1.97%,0.17%,0.58%,5.26%,0.01%,90.54%
45035,"Dorchester County, South Carolina",SOUTH CAROLINA,14.55%,22.46%,8.04%,0.42,Moderate Vulnerability,0.42,Moderate Concern,40.30%,5.38%,0.38%,1.81%,24.82%,0.13%,64.21%
42125,"Washington County, Pennsylvania",PENNSYLVANIA,11.11%,15.48%,7.27%,0.17,Very Low Vulnerability,0.03,Very Low Concern,54.30%,1.71%,0.04%,0.95%,3.04%,0.04%,92.18%
45045,"Greenville County, South Carolina",SOUTH CAROLINA,13.51%,20.46%,7.56%,0.5,Moderate Vulnerability,0.3,Low Concern,45.20%,9.15%,0.21%,2.48%,17.46%,0.27%,68.34%
42013,"Blair County, Pennsylvania",PENNSYLVANIA,12.80%,17.96%,8.49%,0.4,Low Vulnerability,0.16,Very Low Concern,45.20%,1.27%,0.13%,0.61%,1.60%,0.05%,94.57%
42101,"Philadelphia County, Pennsylvania",PENNSYLVANIA,10.96%,16.91%,7.09%,0.92,Very High Vulnerability,0.31,Low Concern,48.30%,14.68%,0.21%,7.19%,40.83%,0.03%,34.48%
46043,"Douglas County, South Dakota",SOUTH DAKOTA,10.18%,14.63%,7.53%,0.15,Very Low Vulnerability,0.26,Low Concern,39%,0.65%,2.12%,0%,0%,0%,94.37%
45069,"Marlboro County, South Carolina",SOUTH CAROLINA,15.02%,23.17%,8.49%,0.99,Very High Vulnerability,0.91,Very High Concern,33.50%,3.32%,2.92%,0.43%,50.36%,0%,39.08%
46009,"Bon Homme County, South Dakota",SOUTH DAKOTA,10.18%,14.63%,7.53%,0.24,Low Vulnerability,0.31,Low Concern,49.10%,2.73%,6.94%,0.40%,1.47%,0%,86.84%
45005,"Allendale County, South Carolina",SOUTH CAROLINA,14.76%,24.02%,8.38%,0.99,Very High Vulnerability,0.82,Very High Concern,41.90%,3.35%,0.28%,0.16%,73.63%,0.04%,22.09%
45043,"Georgetown County, South Carolina",SOUTH CAROLINA,14.37%,23.05%,8.07%,0.68,High Vulnerability,0.5,Moderate Concern,45.90%,3.07%,0.08%,0.51%,30.85%,0%,64.14%
42021,"Cambria County, Pennsylvania",PENNSYLVANIA,11.95%,17.03%,7.86%,0.49,Moderate Vulnerability,0.19,Very Low Concern,49.50%,1.63%,0.04%,0.43%,3.17%,0.03%,92.71%
46019,"Butte County, South Dakota",SOUTH DAKOTA,10.46%,15.13%,7.64%,0.36,Low Vulnerability,0.5,Moderate Concern,29.40%,3.63%,3.30%,0.12%,0.67%,0%,91.20%
42077,"Lehigh County, Pennsylvania",PENNSYLVANIA,10.82%,15.78%,6.95%,0.63,High Vulnerability,0.13,Very Low Concern,61%,24.48%,0.08%,3.31%,5.57%,0.01%,64.42%
46029,"Codington County, South Dakota",SOUTH DAKOTA,10.18%,14.85%,7.47%,0.24,Low Vulnerability,0.15,Very Low Concern,41.90%,2.34%,2.11%,0.54%,0.78%,0%,92.76%
44007,"Providence County, Rhode Island",RHODE ISLAND,7.24%,9.99%,5.35%,0.76,High Vulnerability,0.08,Very Low Concern,57.70%,22.78%,0.28%,4.08%,8.29%,0.08%,60.79%
46017,"Buffalo County, South Dakota",SOUTH DAKOTA,13.65%,20.68%,9.67%,0.97,Very High Vulnerability,0.79,High Concern,52.90%,4.15%,81%,0%,0.15%,0%,13.67%
45061,"Lee County, South Carolina",SOUTH CAROLINA,15.24%,24.46%,8.63%,0.92,Very High Vulnerability,0.9,Very High Concern,32.50%,2.45%,0.01%,0.05%,63.81%,0%,32.44%
41071,"Yamhill County, Oregon",OREGON,10.84%,13.48%,8.18%,0.66,High Vulnerability,0.55,Moderate Concern,52.40%,15.87%,1.01%,1.43%,0.81%,0.25%,77.23%
42059,"Greene County, Pennsylvania",PENNSYLVANIA,12.29%,17.40%,8.08%,0.44,Moderate Vulnerability,0.2,Low Concern,42.10%,1.53%,0.03%,0.36%,2.87%,0%,93.41%
42063,"Indiana County, Pennsylvania",PENNSYLVANIA,12.57%,17.77%,8.40%,0.55,Moderate Vulnerability,0.35,Low Concern,40.50%,1.29%,0.06%,0.99%,2.16%,0.01%,93.92%
46057,"Hamlin County, South Dakota",SOUTH DAKOTA,10.18%,14.85%,7.47%,0.16,Very Low Vulnerability,0.21,Low Concern,38.10%,4.30%,0.05%,0.28%,0.43%,0%,93.51%
42085,"Mercer County, Pennsylvania",PENNSYLVANIA,11.94%,16.82%,7.96%,0.54,Moderate Vulnerability,0.16,Very Low Concern,45.40%,1.50%,0.10%,0.72%,5.61%,0%,90.18%
42123,"Warren County, Pennsylvania",PENNSYLVANIA,12.49%,17.64%,8.39%,0.21,Low Vulnerability,0.14,Very Low Concern,41.60%,1.09%,0.11%,0.48%,0.47%,0%,96.77%
42029,"Chester County, Pennsylvania",PENNSYLVANIA,8.50%,11.58%,5.61%,0.14,Very Low Vulnerability,0.02,Very Low Concern,58.10%,7.41%,0.09%,5.46%,5.61%,0.02%,79.44%
42039,"Crawford County, Pennsylvania",PENNSYLVANIA,12.49%,17.64%,8.39%,0.51,Moderate Vulnerability,0.24,Low Concern,44.80%,1.31%,0.04%,0.54%,1.57%,0.02%,94.80%
42083,"McKean County, Pennsylvania",PENNSYLVANIA,12.96%,18.25%,8.60%,0.55,Moderate Vulnerability,0.32,Low Concern,33.50%,2.10%,0.13%,0.51%,2.36%,0.05%,93.48%
42113,"Sullivan County, Pennsylvania",PENNSYLVANIA,12.35%,17.33%,8.18%,0.36,Low Vulnerability,0.27,Low Concern,39.80%,1.83%,0.08%,0.08%,2.38%,0.03%,95.08%
45087,"Union County, South Carolina",SOUTH CAROLINA,15.16%,23.74%,8.59%,0.87,Very High Vulnerability,0.77,High Concern,32.40%,1.55%,0.08%,0.01%,30.36%,0%,64.59%
42049,"Erie County, Pennsylvania",PENNSYLVANIA,12.46%,17.87%,8.17%,0.62,High Vulnerability,0.16,Very Low Concern,53%,4.21%,0.25%,1.66%,6.83%,0.01%,84.23%
44003,"Kent County, Rhode Island",RHODE ISLAND,7.13%,9.34%,5.29%,0.15,Very Low Vulnerability,0,Very Low Concern,67.20%,4.98%,0.19%,2.71%,1.61%,0%,88.33%
42019,"Butler County, Pennsylvania",PENNSYLVANIA,9.95%,13.70%,6.47%,0.08,Very Low Vulnerability,0.04,Very Low Concern,56.80%,1.49%,0.04%,1.25%,0.90%,0.01%,94.69%
42103,"Pike County, Pennsylvania",PENNSYLVANIA,11.96%,16.61%,7.88%,0.13,Very Low Vulnerability,0.15,Very Low Concern,43.60%,10.91%,0.10%,1.18%,5.38%,0.04%,80.42%
46049,"Faulk County, South Dakota",SOUTH DAKOTA,10.18%,14.85%,7.47%,0.08,Very Low Vulnerability,0.1,Very Low Concern,50.50%,0.35%,3.03%,0%,0.04%,0%,96.06%
42093,"Montour County, Pennsylvania",PENNSYLVANIA,12.50%,17.69%,8.29%,0.31,Low Vulnerability,0.1,Very Low Concern,71.40%,2.76%,0.06%,3.46%,1.80%,0%,91.34%
45023,"Chester County, South Carolina",SOUTH CAROLINA,15.16%,23.74%,8.59%,0.74,High Vulnerability,0.81,Very High Concern,35.30%,2.02%,0.47%,0.20%,36.98%,0%,58.66%
45077,"Pickens County, South Carolina",SOUTH CAROLINA,14.53%,22.16%,8.26%,0.6,Moderate Vulnerability,0.55,Moderate Concern,38.20%,3.67%,0.25%,1.95%,6.77%,0.02%,85.70%
45013,"Beaufort County, South Carolina",SOUTH CAROLINA,12.13%,18.58%,6.79%,0.4,Moderate Vulnerability,0.28,Low Concern,50.80%,11.09%,0.22%,1.27%,17.51%,0.07%,67.92%
45003,"Aiken County, South Carolina",SOUTH CAROLINA,14.67%,22.60%,8.24%,0.67,High Vulnerability,0.61,High Concern,37%,5.72%,0.30%,0.93%,24.58%,0.05%,66.20%
42009,"Bedford County, Pennsylvania",PENNSYLVANIA,13.04%,18.24%,8.76%,0.27,Low Vulnerability,0.23,Low Concern,34%,1.22%,0.14%,0.39%,0.64%,0%,96.71%
42073,"Lawrence County, Pennsylvania",PENNSYLVANIA,12.03%,17.09%,7.95%,0.47,Moderate Vulnerability,0.17,Very Low Concern,43.20%,1.45%,0.08%,0.42%,3.58%,0%,91.98%
45047,"Greenwood County, South Carolina",SOUTH CAROLINA,14.06%,22.15%,7.90%,0.93,Very High Vulnerability,0.6,High Concern,42.60%,6.02%,0.08%,1.03%,31.52%,0%,59.68%
45057,"Lancaster County, South Carolina",SOUTH CAROLINA,15.02%,23.17%,8.49%,0.51,Moderate Vulnerability,0.57,Moderate Concern,32.40%,5.38%,0.10%,1.31%,20.79%,0%,70.15%
46041,"Dewey County, South Dakota",SOUTH DAKOTA,13.65%,20.68%,9.67%,0.88,Very High Vulnerability,0.69,High Concern,67.90%,1.01%,78.30%,0.09%,0.09%,0.24%,19.84%
45033,"Dillon County, South Carolina",SOUTH CAROLINA,14.37%,23.05%,8.07%,0.97,Very High Vulnerability,0.8,Very High Concern,36.50%,2.76%,1.82%,0.07%,47.67%,0%,45.59%
42127,"Wayne County, Pennsylvania",PENNSYLVANIA,11.96%,16.61%,7.88%,0.26,Low Vulnerability,0.06,Very Low Concern,51%,4.47%,0.14%,0.55%,2.90%,0.02%,90.49%
45067,"Marion County, South Carolina",SOUTH CAROLINA,14.37%,23.05%,8.07%,0.93,Very High Vulnerability,0.89,Very High Concern,38.80%,2.82%,0.62%,0.71%,56.51%,0%,38.57%
46021,"Campbell County, South Dakota",SOUTH DAKOTA,10.18%,14.85%,7.47%,0.01,Very Low Vulnerability,0.21,Low Concern,27.70%,0.20%,1.08%,0.07%,0%,0%,98.11%
46031,"Corson County, South Dakota",SOUTH DAKOTA,13.65%,20.68%,9.67%,0.84,Very High Vulnerability,0.8,Very High Concern,30.60%,0.46%,68.80%,0.02%,0.34%,0%,28.87%
42001,"Adams County, Pennsylvania",PENNSYLVANIA,11.91%,16.51%,7.93%,0.21,Low Vulnerability,0.14,Very Low Concern,45.60%,7.09%,0.07%,0.70%,1.29%,0%,89.01%
45011,"Barnwell County, South Carolina",SOUTH CAROLINA,14.76%,24.02%,8.38%,0.99,Very High Vulnerability,0.86,Very High Concern,38.40%,2.45%,0%,0.11%,45.54%,0%,50.39%
42065,"Jefferson County, Pennsylvania",PENNSYLVANIA,13.05%,18.49%,8.78%,0.33,Low Vulnerability,0.4,Moderate Concern,46.40%,0.92%,0.10%,0.28%,0.47%,0.04%,97.16%
45075,"Orangeburg County, South Carolina",SOUTH CAROLINA,14.76%,24.02%,8.38%,0.92,Very High Vulnerability,0.77,High Concern,42.20%,2.22%,0.35%,0.65%,61.34%,0.11%,33.28%
46007,"Bennett County, South Dakota",SOUTH DAKOTA,13.65%,20.68%,9.67%,0.79,High Vulnerability,0.72,High Concern,44.30%,2.77%,59.68%,0.41%,0.06%,0%,33.23%
46051,"Grant County, South Dakota",SOUTH DAKOTA,10.18%,14.85%,7.47%,0.06,Very Low Vulnerability,0.19,Very Low Concern,43.10%,4.55%,1.05%,0.11%,0.46%,0%,92.59%
42091,"Montgomery County, Pennsylvania",PENNSYLVANIA,8.56%,11.77%,5.61%,0.17,Very Low Vulnerability,0.01,Very Low Concern,57.80%,5.14%,0.07%,7.58%,8.99%,0.03%,75.78%
42121,"Venango County, Pennsylvania",PENNSYLVANIA,13.05%,18.49%,8.78%,0.42,Moderate Vulnerability,0.22,Low Concern,37.30%,1.09%,0.03%,0.37%,0.71%,0%,95.81%
42031,"Clarion County, Pennsylvania",PENNSYLVANIA,13.05%,18.49%,8.78%,0.48,Moderate Vulnerability,0.33,Low Concern,39.70%,0.96%,0.14%,0.57%,1.21%,0.05%,95.97%
45041,"Florence County, South Carolina",SOUTH CAROLINA,14.29%,22.57%,8.07%,0.9,Very High Vulnerability,0.58,Moderate Concern,44.80%,2.64%,0.21%,1.29%,42.53%,0.08%,51.85%
42095,"Northampton County, Pennsylvania",PENNSYLVANIA,9.77%,13.62%,6.34%,0.29,Low Vulnerability,0.09,Very Low Concern,55.40%,13.24%,0.10%,2.76%,5.05%,0.04%,76.66%
42129,"Westmoreland County, Pennsylvania",PENNSYLVANIA,10.60%,14.80%,6.95%,0.14,Very Low Vulnerability,0.05,Very Low Concern,50.30%,1.19%,0.04%,0.92%,2.29%,0.01%,93.79%
42027,"Centre County, Pennsylvania",PENNSYLVANIA,10.99%,16.07%,7.30%,0.29,Low Vulnerability,0.22,Low Concern,51%,2.95%,0.05%,6.11%,3.58%,0.03%,85.44%
46015,"Brule County, South Dakota",SOUTH DAKOTA,10.18%,14.63%,7.53%,0.57,Moderate Vulnerability,0.27,Low Concern,38.90%,2.80%,10.54%,0.29%,0.49%,0%,84.01%
42057,"Fulton County, Pennsylvania",PENNSYLVANIA,13.04%,18.24%,8.76%,0.22,Low Vulnerability,0.41,Moderate Concern,29.50%,1.20%,0.29%,0.12%,1.34%,0%,96.04%
42017,"Bucks County, Pennsylvania",PENNSYLVANIA,8.91%,12.12%,5.85%,0.08,Very Low Vulnerability,0.01,Very Low Concern,60.10%,5.32%,0.14%,4.79%,3.86%,0.01%,84.06%
44005,"Newport County, Rhode Island",RHODE ISLAND,6.28%,8.28%,4.75%,0.18,Very Low Vulnerability,0.01,Very Low Concern,67.50%,5.70%,0.42%,1.95%,3.50%,0.09%,85.77%
46047,"Fall River County, South Dakota",SOUTH DAKOTA,13.65%,20.68%,9.67%,0.42,Moderate Vulnerability,0.26,Low Concern,44.40%,4.03%,5.66%,1.56%,0%,0%,84.63%
42081,"Lycoming County, Pennsylvania",PENNSYLVANIA,12.52%,17.79%,8.33%,0.42,Moderate Vulnerability,0.12,Very Low Concern,45.70%,2%,0.19%,0.70%,4.88%,0.02%,90.63%
45049,"Hampton County, South Carolina",SOUTH CAROLINA,14.76%,24.02%,8.38%,0.8,Very High Vulnerability,0.89,Very High Concern,48.30%,4.02%,0.15%,0.27%,53.28%,0%,40.89%
45025,"Chesterfield County, South Carolina",SOUTH CAROLINA,15.02%,23.17%,8.49%,0.95,Very High Vulnerability,0.93,Very High Concern,30.10%,4.32%,0.30%,0.50%,31.76%,0.07%,60.29%
45059,"Laurens County, South Carolina",SOUTH CAROLINA,14.61%,22.29%,8.23%,0.92,Very High Vulnerability,0.69,High Concern,31.80%,4.88%,0.13%,0.46%,23.98%,0.07%,67.86%
42075,"Lebanon County, Pennsylvania",PENNSYLVANIA,12.06%,17%,8%,0.53,Moderate Vulnerability,0.21,Low Concern,48.30%,13.12%,0.07%,1.36%,2.09%,0.02%,82.21%
42047,"Elk County, Pennsylvania",PENNSYLVANIA,12.96%,18.25%,8.60%,0.12,Very Low Vulnerability,0.07,Very Low Concern,54.40%,0.81%,0.14%,0.50%,0.86%,0%,97.35%
42105,"Potter County, Pennsylvania",PENNSYLVANIA,12.96%,18.25%,8.60%,0.44,Moderate Vulnerability,0.31,Low Concern,27.80%,1.36%,0.20%,0.35%,0.40%,0%,96.50%
45079,"Richland County, South Carolina",SOUTH CAROLINA,13.17%,21.42%,7.34%,0.63,High Vulnerability,0.46,Moderate Concern,45.10%,5.16%,0.20%,2.85%,46.45%,0.11%,42.31%
46039,"Deuel County, South Dakota",SOUTH DAKOTA,10.18%,14.85%,7.47%,0.08,Very Low Vulnerability,0.28,Low Concern,36.70%,3.43%,0.19%,0%,0.02%,0%,96.13%
42041,"Cumberland County, Pennsylvania",PENNSYLVANIA,10.54%,14.62%,7%,0.16,Very Low Vulnerability,0.03,Very Low Concern,56.70%,3.94%,0.08%,4.25%,3.69%,0.01%,85.69%
42011,"Berks County, Pennsylvania",PENNSYLVANIA,10.92%,15.45%,7.12%,0.62,High Vulnerability,0.22,Low Concern,49.20%,21.03%,0.08%,1.37%,4.24%,0.01%,71.70%
45001,"Abbeville County, South Carolina",SOUTH CAROLINA,14.06%,22.15%,7.90%,0.86,Very High Vulnerability,0.81,Very High Concern,34.60%,1.49%,0.06%,0.32%,27.63%,0%,68.85%
45089,"Williamsburg County, South Carolina",SOUTH CAROLINA,15.24%,24.46%,8.63%,0.97,Very High Vulnerability,0.89,Very High Concern,45.30%,2.26%,0.47%,0.68%,64.33%,0%,31.24%
42111,"Somerset County, Pennsylvania",PENNSYLVANIA,13.04%,18.24%,8.76%,0.42,Moderate Vulnerability,0.34,Low Concern,42.30%,1.50%,0.05%,0.34%,2.45%,0.01%,94.26%
45015,"Berkeley County, South Carolina",SOUTH CAROLINA,13.42%,20.64%,7.44%,0.51,Moderate Vulnerability,0.5,Moderate Concern,35.60%,6.61%,0.37%,2.20%,23.85%,0.09%,63.54%
42067,"Juniata County, Pennsylvania",PENNSYLVANIA,13.56%,18.97%,9.25%,0.45,Moderate Vulnerability,0.53,Moderate Concern,38.30%,3.82%,0%,0.39%,1.10%,0%,94.20%
46053,"Gregory County, South Dakota",SOUTH DAKOTA,13.65%,20.68%,9.67%,0.28,Low Vulnerability,0.21,Low Concern,41.50%,0.88%,6.69%,1.77%,0%,0%,87.72%
42055,"Franklin County, Pennsylvania",PENNSYLVANIA,12.48%,17.41%,8.39%,0.34,Low Vulnerability,0.13,Very Low Concern,41.90%,5.64%,0.10%,0.81%,3.50%,0%,88.08%
42097,"Northumberland County, Pennsylvania",PENNSYLVANIA,12.50%,17.69%,8.29%,0.5,Moderate Vulnerability,0.39,Low Concern,50.20%,3.48%,0.20%,0.39%,2.41%,0.04%,92.48%
42033,"Clearfield County, Pennsylvania",PENNSYLVANIA,12.96%,18.25%,8.60%,0.61,High Vulnerability,0.23,Low Concern,44.70%,2.96%,0.22%,0.50%,2.62%,0%,93.01%
45065,"McCormick County, South Carolina",SOUTH CAROLINA,14.06%,22.15%,7.90%,0.74,High Vulnerability,0.7,High Concern,52.70%,0.83%,0.24%,0.24%,44.81%,0%,50.83%
42003,"Allegheny County, Pennsylvania",PENNSYLVANIA,9.34%,13.23%,5.99%,0.25,Low Vulnerability,0.06,Very Low Concern,58.10%,2.11%,0.08%,3.69%,12.68%,0.02%,78.52%
46013,"Brown County, South Dakota",SOUTH DAKOTA,10.18%,14.85%,7.47%,0.33,Low Vulnerability,0.19,Very Low Concern,52.70%,2.94%,3.32%,3%,2.17%,0%,87.12%
46033,"Custer County, South Dakota",SOUTH DAKOTA,10.46%,15.13%,7.64%,0.23,Low Vulnerability,0.24,Low Concern,35.90%,3.85%,3.82%,0.34%,0.25%,0%,89.83%
45009,"Bamberg County, South Carolina",SOUTH CAROLINA,14.76%,24.02%,8.38%,0.95,Very High Vulnerability,0.85,Very High Concern,35.50%,2.09%,0.09%,0.35%,61%,0%,35.97%
45039,"Fairfield County, South Carolina",SOUTH CAROLINA,12.10%,19.39%,6.64%,0.75,High Vulnerability,0.73,High Concern,42.70%,2.19%,0.20%,0.01%,58.41%,0%,38.17%
46023,"Charles Mix County, South Dakota",SOUTH DAKOTA,13.65%,20.68%,9.67%,0.74,High Vulnerability,0.56,Moderate Concern,49.90%,3.57%,28.97%,0.12%,0.09%,0.10%,62.55%
42089,"Monroe County, Pennsylvania",PENNSYLVANIA,10.73%,15.31%,7%,0.31,Low Vulnerability,0.17,Very Low Concern,48%,15.89%,0.12%,2.32%,13.51%,0%,66.07%
42025,"Carbon County, Pennsylvania",PENNSYLVANIA,10.73%,14.82%,7.02%,0.3,Low Vulnerability,0.2,Very Low Concern,53.40%,4.75%,0.18%,0.56%,1.91%,0.01%,91.70%
42131,"Wyoming County, Pennsylvania",PENNSYLVANIA,10.40%,14.56%,6.76%,0.11,Very Low Vulnerability,0.05,Very Low Concern,51.20%,1.88%,0.08%,0.22%,1.02%,0%,95.60%
42119,"Union County, Pennsylvania",PENNSYLVANIA,13.56%,18.97%,9.25%,0.36,Low Vulnerability,0.36,Low Concern,48.60%,5.88%,0.50%,1.67%,6.21%,0.01%,84.27%
45031,"Darlington County, South Carolina",SOUTH CAROLINA,14.29%,22.57%,8.07%,0.93,Very High Vulnerability,0.78,High Concern,40.50%,2.04%,0.24%,0.37%,41.04%,0.03%,54.74%
45073,"Oconee County, South Carolina",SOUTH CAROLINA,14.53%,22.16%,8.26%,0.73,High Vulnerability,0.48,Moderate Concern,39.40%,5.46%,0.30%,0.74%,6.82%,0.01%,84.44%
46005,"Beadle County, South Dakota",SOUTH DAKOTA,10.18%,14.63%,7.53%,0.65,High Vulnerability,0.29,Low Concern,41.40%,10.06%,1.36%,9.12%,1.17%,0.39%,76.92%
45017,"Calhoun County, South Carolina",SOUTH CAROLINA,13.75%,21.60%,7.61%,0.56,Moderate Vulnerability,0.8,Very High Concern,29.60%,3.77%,0.83%,0.03%,40.84%,0.37%,53.98%
45051,"Horry County, South Carolina",SOUTH CAROLINA,14.40%,21.79%,8.07%,0.61,High Vulnerability,0.37,Low Concern,45.30%,6.04%,0.43%,1.34%,13.14%,0.03%,77.29%
48011,"Armstrong County, Texas",TEXAS,12.41%,18.83%,8.24%,0.16,Very Low Vulnerability,0.56,Moderate Concern,,7.55%,1.12%,0%,0.25%,0%,89.36%
47127,"Moore County, Tennessee",TENNESSEE,13.58%,20.21%,8.64%,0.09,Very Low Vulnerability,0.71,High Concern,17.30%,0.22%,1.65%,2.40%,2.20%,0%,92.58%
46059,"Hand County, South Dakota",SOUTH DAKOTA,10.18%,14.63%,7.53%,0.03,Very Low Vulnerability,0.04,Very Low Concern,39.10%,1.66%,0%,0.58%,0.12%,0%,96.44%
47101,"Lewis County, Tennessee",TENNESSEE,14.90%,22.21%,9.47%,0.64,High Vulnerability,0.94,Very High Concern,28.40%,2.29%,0%,1.36%,1.82%,0%,93.32%
47155,"Sevier County, Tennessee",TENNESSEE,14.11%,20.73%,8.84%,0.61,High Vulnerability,0.53,Moderate Concern,35.80%,5.99%,0.39%,0.78%,0.90%,0.02%,89.99%
46069,"Hyde County, South Dakota",SOUTH DAKOTA,13.65%,20.68%,9.67%,0.09,Very Low Vulnerability,0.05,Very Low Concern,43.30%,0.68%,6.44%,0%,2.43%,0%,87.95%
47165,"Sumner County, Tennessee",TENNESSEE,12.21%,17.99%,7.54%,0.21,Low Vulnerability,0.63,High Concern,36.40%,4.88%,0.25%,1.40%,7.27%,0.04%,84.12%
